id,idade,sexo,estado_civil
818294958,52,M,casado
713902983,42,F,casado
771693933,62,F,casado
827984658,49,M,casado
789012633,30,F,solteiro
807237783,50,M,solteiro
803408733,32,M,divorciado
824667708,32,F,solteiro
807165033,49,M,solteiro
809984133,37,M,solteiro
718949433,42,F,solteiro
751227183,36,M,solteiro
716331408,52,F,casado
714199983,48,M,solteiro
774172158,29,M,solteiro
708171858,33,F,casado
709074108,36,M,solteiro
721304133,36,F,casado
787430733,56,F,casado
711225933,28,M,divorciado
717478983,31,F,divorciado
720949083,44,F,solteiro
712851108,51,F,casado
713151258,55,M,solteiro
799731033,34,F,solteiro
822138333,61,F,solteiro
708532308,37,M,solteiro
713718558,46,M,casado
778939683,47,F,casado
713322633,54,M,casado
754671558,50,F,solteiro
719291283,36,F,solteiro
720659283,37,M,casado
719535558,47,M,divorciado
771032658,54,M,casado
709468683,64,F,casado
719455908,48,M,casado
816890883,35,M,solteiro
709826058,49,M,casado
735008958,42,M,casado
713766183,49,M,solteiro
719148633,53,F,casado
789266208,56,M,casado
718373658,41,M,solteiro
712255458,37,M,solteiro
789494133,30,M,casado
714178458,45,M,casado
717595908,54,M,casado
798114033,46,M,casado
709479558,36,F,solteiro
778148283,48,M,solteiro
719363283,59,F,solteiro
716225433,60,M,solteiro
719882583,44,M,solteiro
711076533,65,M,divorciado
820651908,46,F,solteiro
710884683,48,M,casado
797468658,53,M,casado
716375883,53,F,casado
711534183,41,M,solteiro
721083258,37,F,divorciado
717986058,29,F,solteiro
804610908,49,F,casado
717602733,47,M,solteiro
770952933,53,F,casado
713233908,33,M,divorciado
755365233,34,M,na
715105908,28,F,solteiro
712658283,36,F,solteiro
708796458,30,F,solteiro
713557533,34,M,solteiro
710524533,38,F,casado
713412558,39,F,casado
720000708,32,F,casado
718934058,36,M,solteiro
710607408,37,F,solteiro
717613233,45,M,casado
821710308,38,F,solteiro
716089983,31,M,solteiro
720430083,65,M,na
712071708,63,F,casado
770721858,65,M,casado
751381458,43,F,casado
715629783,51,M,casado
768886533,37,M,casado
711023508,55,F,casado
711291558,27,M,solteiro
714929283,34,F,casado
716285358,32,F,divorciado
710958033,49,F,solteiro
711368283,39,M,casado
807275733,27,M,solteiro
708231183,30,M,divorciado
789690483,39,M,casado
789338583,42,M,casado
717411483,55,M,divorciado
720799608,57,F,casado
714112383,53,M,casado
717994608,51,M,casado
798558783,47,M,casado
716875083,26,F,solteiro
714603558,37,M,solteiro
789903708,45,F,solteiro
801989733,55,M,solteiro
789504183,37,M,solteiro
714574083,36,F,solteiro
717978033,36,F,solteiro
711256908,39,M,solteiro
721023708,47,M,casado
714522258,56,F,casado
714247458,56,F,solteiro
780416433,38,M,casado
713644758,49,M,solteiro
712700358,36,F,solteiro
779873508,51,F,casado
779342958,26,F,casado
711738333,34,M,casado
709413933,56,M,solteiro
720323208,43,M,casado
708132783,47,F,solteiro
713372583,42,F,solteiro
710092683,38,M,casado
779284833,55,M,solteiro
713426358,28,F,casado
717132633,62,M,solteiro
714967233,52,M,casado
767587833,44,M,solteiro
714954033,29,F,solteiro
716154258,48,M,na
755399433,43,M,casado
709876008,49,F,solteiro
709918158,43,M,casado
713350908,41,F,casado
715759458,43,M,solteiro
713976258,51,F,solteiro
790174608,37,M,solteiro
771335358,37,M,divorciado
708382083,49,M,casado
771829758,36,M,casado
767333808,50,F,na
721385433,64,M,casado
794293908,36,F,solteiro
720409608,45,M,casado
717830583,41,M,casado
715455708,47,M,solteiro
719108358,39,M,casado
769323183,51,M,solteiro
820020258,55,F,solteiro
719234883,57,M,solteiro
807349158,36,M,divorciado
710799783,35,M,casado
778456983,38,F,solteiro
708644208,39,F,solteiro
711659958,65,F,casado
798988983,51,F,casado
710760258,50,F,casado
799700208,38,M,solteiro
772401933,36,F,solteiro
787460883,41,M,casado
770937183,40,F,solteiro
715468083,40,F,casado
807161508,26,M,solteiro
772268058,46,F,solteiro
710166783,49,F,casado
804820233,38,M,divorciado
708758658,49,M,casado
714011358,38,M,divorciado
712401033,36,M,solteiro
771212508,34,F,solteiro
821150958,52,M,solteiro
792272658,40,M,solteiro
809818008,36,M,casado
803231058,53,M,solteiro
715698633,40,F,casado
720450108,54,M,casado
719076858,34,M,solteiro
720016308,62,F,solteiro
712443558,39,F,solteiro
711835758,50,M,casado
709284333,36,M,divorciado
788122533,56,F,casado
709206333,44,F,solteiro
713039808,45,M,casado
801700233,36,M,solteiro
716815308,44,F,casado
821149008,52,M,solteiro
720580383,50,F,casado
780202908,53,F,solteiro
787504158,36,F,casado
716183283,27,F,divorciado
824168808,31,F,divorciado
712936908,36,M,solteiro
719855958,41,M,solteiro
710112933,28,M,solteiro
768364233,59,M,casado
771725808,43,M,na
780686358,41,M,casado
712762758,46,M,casado
714392808,51,M,casado
713089458,44,M,casado
826780683,40,M,casado
780251658,32,M,casado
772273983,48,M,solteiro
737944908,58,M,casado
720688158,37,F,solteiro
719902908,51,M,casado
771682533,43,F,casado
708193008,41,M,solteiro
772449858,51,M,divorciado
715992558,52,M,casado
708502908,61,M,solteiro
720132258,49,M,solteiro
708704433,36,F,solteiro
720906033,35,M,casado
719961183,63,F,casado
718838808,36,F,casado
710268858,33,F,solteiro
788360283,33,M,solteiro
717914808,65,M,solteiro
802884933,61,M,casado
714436383,44,M,na
718785483,38,M,solteiro
708816408,41,M,solteiro
715363908,44,F,casado
709163358,41,M,solteiro
827643858,45,F,solteiro
711251133,37,M,solteiro
716896833,51,M,solteiro
789193383,65,M,solteiro
712801758,37,F,solteiro
719836083,54,M,casado
718291233,46,M,casado
718682883,41,M,solteiro
771503958,49,M,solteiro
771960708,51,M,casado
717427983,50,F,solteiro
712737108,48,F,casado
771599283,53,M,casado
717237708,54,M,solteiro
710703708,46,F,solteiro
712513458,47,F,solteiro
709690158,52,F,casado
709959858,43,F,solteiro
720683958,41,M,divorciado
780704358,34,M,na
717843783,33,F,solteiro
718318383,49,M,na
708849858,44,M,solteiro
712652283,36,M,divorciado
793461933,37,M,solteiro
720084183,46,M,divorciado
767114958,65,M,solteiro
709216533,52,M,casado
720897783,50,M,casado
773503308,59,M,solteiro
719963433,37,F,solteiro
708139833,40,M,na
710664558,40,F,casado
713687508,59,M,solteiro
816312633,52,F,casado
712019883,43,F,na
718216008,48,M,casado
718345233,45,F,na
771228183,30,F,divorciado
789430083,41,F,solteiro
779524833,51,M,solteiro
823621083,46,M,casado
715563558,50,M,casado
715424283,31,F,casado
807209808,48,M,solteiro
716578158,39,F,casado
708911508,50,F,casado
717332733,47,M,solteiro
710681808,53,M,solteiro
708740808,45,M,casado
711728208,46,M,solteiro
720562008,34,M,solteiro
709012083,39,M,casado
771073908,62,M,casado
718174908,53,F,casado
709550958,51,M,casado
720411183,34,F,solteiro
720776508,44,F,solteiro
755615208,49,M,solteiro
708147108,26,M,divorciado
827476983,56,F,solteiro
716682258,52,M,divorciado
708563433,65,F,solteiro
772277508,65,F,solteiro
712515558,35,M,solteiro
719342808,48,M,solteiro
788957358,53,F,solteiro
778386033,38,M,casado
820060758,50,F,solteiro
713271708,46,M,casado
720555483,48,M,solteiro
709405758,36,M,casado
769463433,41,F,solteiro
786087633,60,M,casado
738627708,49,F,solteiro
719527833,45,F,na
715921758,36,M,solteiro
717280158,49,M,casado
714179658,43,M,solteiro
806637558,58,M,casado
714828708,46,M,divorciado
711989358,50,M,solteiro
720188508,43,M,solteiro
719528958,57,F,solteiro
713110908,30,M,casado
721179708,48,F,casado
716363658,51,M,solteiro
711443808,46,M,divorciado
778952058,46,M,casado
713642133,45,M,casado
778908783,52,M,casado
778170633,48,M,casado
714670533,47,M,solteiro
771833433,49,M,casado
772758783,43,M,casado
788959758,47,F,solteiro
716878533,55,M,casado
713267133,41,F,casado
716263533,44,M,casado
719026383,35,F,casado
821755233,40,F,casado
709683633,32,F,solteiro
714318033,50,M,casado
828291858,38,M,solteiro
779647608,39,M,solteiro
787605558,48,F,divorciado
771534408,52,F,solteiro
716219808,49,M,na
715690908,46,F,solteiro
789125733,38,F,casado
717271983,60,M,solteiro
709695333,48,M,solteiro
712233183,45,F,solteiro
716645883,47,M,na
711762408,43,M,divorciado
818305008,41,F,casado
788159433,53,M,solteiro
709104333,50,M,casado
708112008,56,M,casado
714731208,63,F,na
710006958,53,F,solteiro
815062383,35,F,casado
778447908,51,M,casado
720725058,51,F,solteiro
803415183,44,M,solteiro
708582858,38,M,solteiro
779833908,40,F,divorciado
818687958,48,M,divorciado
708714108,42,F,solteiro
754872333,50,M,casado
718637208,54,F,solteiro
816772908,38,M,solteiro
711935283,55,M,solteiro
716950758,46,M,casado
716497908,49,F,casado
809358708,38,M,solteiro
716037708,50,M,divorciado
717804783,40,F,solteiro
715338783,32,M,solteiro
779645658,49,M,solteiro
787565433,53,M,casado
717287883,57,M,casado
715746633,64,F,solteiro
720635883,34,M,na
710077008,43,M,solteiro
804437658,42,F,casado
780000258,48,M,solteiro
825785508,49,M,solteiro
720252858,57,M,solteiro
710017758,44,M,solteiro
711750183,63,F,solteiro
718364283,43,M,solteiro
711638658,33,M,solteiro
711046383,55,M,solteiro
720877083,50,M,casado
715662258,49,F,na
715570533,48,M,na
758202858,47,F,na
712872183,35,F,solteiro
710014683,31,F,solteiro
716934333,50,M,solteiro
778523733,38,M,solteiro
716353083,39,M,solteiro
753642933,52,F,solteiro
708151008,49,F,casado
789646158,49,M,casado
712423233,44,M,divorciado
719806233,36,M,solteiro
786509358,44,M,casado
711502908,44,M,solteiro
748617858,35,M,solteiro
721532583,45,M,casado
789244308,56,M,solteiro
709330383,37,F,solteiro
719136183,48,F,casado
716939358,43,F,divorciado
778155558,45,M,casado
713461533,54,M,solteiro
803776533,46,M,solteiro
714857508,44,F,casado
720348933,44,M,solteiro
721158108,38,M,solteiro
789043008,55,F,divorciado
713362158,50,M,solteiro
712623258,42,F,casado
708494583,49,F,divorciado
718394658,31,F,solteiro
719398158,51,M,na
711885258,47,F,casado
789161358,30,F,casado
787581858,46,M,na
779198133,45,F,divorciado
708314808,53,F,casado
720508233,62,M,solteiro
717134058,65,F,solteiro
783366483,44,F,casado
715412583,51,M,casado
719562108,28,F,solteiro
754457883,49,M,solteiro
742552683,44,F,casado
711455133,55,M,solteiro
716387733,49,M,solteiro
772571508,34,F,solteiro
718815108,50,M,casado
719266158,42,M,divorciado
720708183,53,F,divorciado
767523933,53,M,solteiro
797466033,32,M,casado
771886233,48,M,casado
712612233,35,M,solteiro
716516208,45,M,casado
709950858,45,M,solteiro
779882508,53,F,solteiro
717472833,42,M,solteiro
712665633,43,F,casado
709562358,55,F,solteiro
715391433,38,M,casado
708722583,39,F,solteiro
720452508,51,F,casado
714566958,44,M,casado
816084333,42,M,solteiro
806179683,63,F,solteiro
806244183,39,M,divorciado
787999533,52,M,solteiro
718358808,57,F,divorciado
718474683,36,M,casado
716908158,42,F,casado
713984208,52,M,casado
713013483,40,F,divorciado
754599558,40,F,solteiro
788739633,38,M,casado
712411908,44,M,casado
717538683,43,M,casado
709447908,45,M,casado
816834933,34,F,solteiro
718963158,49,M,solteiro
714358008,53,F,divorciado
720758808,38,M,solteiro
708255633,36,M,solteiro
716101308,48,M,casado
715986258,53,F,solteiro
715858008,49,F,casado
806226933,37,M,na
708361833,44,M,casado
778422933,42,F,solteiro
708957183,48,M,divorciado
718000383,60,F,solteiro
714466458,49,F,casado
719608308,37,M,solteiro
792995808,57,F,solteiro
716211258,59,F,na
779289033,46,F,solteiro
719356008,39,F,solteiro
718503108,40,M,casado
779661033,49,M,casado
813053733,53,M,solteiro
718354683,59,F,solteiro
720529308,63,M,solteiro
787578183,36,M,solteiro
737952333,64,M,solteiro
779498058,39,M,casado
799707858,50,F,casado
719543208,38,F,solteiro
797743233,45,M,na
710658483,47,M,na
715399908,54,F,solteiro
710288883,40,F,casado
719912808,52,M,solteiro
720247158,63,M,solteiro
718672233,48,F,solteiro
789593058,46,M,casado
710278458,52,M,solteiro
714467733,45,M,casado
803026008,48,M,casado
772000533,59,M,casado
811035483,47,M,divorciado
715480983,55,F,solteiro
819997983,53,M,casado
807593058,41,F,solteiro
720437358,40,M,solteiro
719465733,52,F,solteiro
711978858,59,M,solteiro
814364808,36,F,casado
788820933,59,M,solteiro
713316558,41,M,casado
779856483,38,M,solteiro
717085983,44,F,solteiro
788030208,42,F,solteiro
709914858,48,F,casado
716111808,57,F,casado
708618933,34,M,solteiro
720446508,50,F,solteiro
756488883,41,M,solteiro
708414033,50,M,casado
756727233,49,M,solteiro
720379533,47,M,na
720340383,45,F,casado
771453033,47,M,casado
708747708,43,M,casado
712460433,39,M,solteiro
719801508,36,M,na
720983733,44,M,solteiro
713657733,47,M,solteiro
709955958,41,F,solteiro
719099583,42,M,casado
719513733,48,M,casado
710654808,46,M,solteiro
719651358,46,F,solteiro
718917408,46,F,casado
808753758,52,M,divorciado
711699183,56,M,divorciado
711196458,38,F,casado
772565883,41,M,solteiro
717203958,51,M,casado
769701258,26,F,na
714933783,51,M,casado
717650133,41,M,solteiro
708707808,57,M,na
717331758,44,M,casado
801385458,52,M,casado
710605458,49,M,casado
719570733,52,M,solteiro
708646233,44,F,divorciado
766006758,63,M,casado
710695083,44,M,solteiro
709224033,53,M,solteiro
795991758,47,F,casado
709381383,49,M,casado
810321933,35,M,na
716235783,45,M,casado
758833758,45,M,casado
713579733,36,M,solteiro
804649833,42,M,casado
780971583,46,M,divorciado
804673308,49,M,casado
788747358,50,M,divorciado
713199558,57,F,solteiro
713777883,46,F,divorciado
771081558,55,M,divorciado
710229333,38,M,solteiro
720406233,35,F,casado
767784708,48,M,casado
712052058,57,M,solteiro
715278708,55,M,solteiro
827049558,47,M,na
710248233,37,M,solteiro
712146558,48,F,casado
715179933,49,F,casado
709215708,49,M,na
710668458,48,F,casado
718828083,52,M,solteiro
720781158,44,F,divorciado
716938383,41,M,casado
709976358,51,F,solteiro
715688958,45,F,solteiro
721493883,49,F,solteiro
709830783,47,M,solteiro
715354983,44,M,casado
713532858,42,M,na
721295658,62,M,solteiro
720313083,32,M,solteiro
720724008,43,M,solteiro
712828533,62,M,solteiro
717007458,46,M,casado
710728458,62,F,solteiro
717720108,42,M,casado
720648483,39,M,solteiro
770146008,59,M,solteiro
714829683,43,M,solteiro
717015333,52,M,divorciado
757837458,59,F,solteiro
719240358,60,M,solteiro
719036883,48,F,divorciado
714000108,40,F,divorciado
720786033,55,M,solteiro
708917133,48,M,solteiro
818929158,36,M,solteiro
709513458,49,M,na
717705858,40,M,na
716573058,54,F,na
827695683,40,M,solteiro
819189108,63,M,solteiro
716977758,44,F,casado
714901383,44,M,casado
718500633,45,F,casado
713516433,36,F,solteiro
715140933,45,F,solteiro
712642533,38,M,na
721498008,44,F,solteiro
717189183,35,M,solteiro
708902883,55,M,solteiro
817889583,61,F,solteiro
717242058,43,F,casado
715628733,40,F,solteiro
716613933,51,F,solteiro
712709508,48,F,solteiro
716306583,64,M,solteiro
720026058,49,M,casado
756397458,54,F,solteiro
712644483,46,M,solteiro
814489683,34,F,solteiro
789111483,46,M,na
709573533,48,M,casado
807137808,45,M,divorciado
711861258,65,F,solteiro
716660583,45,M,solteiro
717222033,40,F,solteiro
716617608,50,F,solteiro
716786808,40,M,solteiro
718882008,38,M,solteiro
770975133,36,M,na
715234008,54,F,solteiro
709326183,50,M,solteiro
721233033,50,M,solteiro
712319958,41,M,casado
712198983,46,M,casado
772103208,44,F,na
779502333,50,M,solteiro
718737708,45,M,solteiro
821351958,40,F,casado
716142858,46,F,casado
826079508,48,M,na
773236983,47,M,casado
826717533,42,M,na
789334458,43,F,na
814092858,49,F,na
708355683,46,F,casado
803124408,41,F,casado
789964983,45,M,divorciado
720303933,40,M,casado
708665133,40,M,casado
828236133,49,M,casado
712000758,51,M,solteiro
715378383,43,F,solteiro
769985883,45,M,solteiro
709297608,38,M,solteiro
716971833,40,F,casado
801373833,49,M,divorciado
716040783,45,F,na
817977933,63,F,solteiro
827055333,43,M,solteiro
772116408,50,M,solteiro
734924658,47,F,casado
711775383,63,M,solteiro
715019058,30,F,divorciado
780715683,41,M,solteiro
827341383,38,M,solteiro
708757233,44,F,casado
710504283,50,M,casado
713919183,50,M,casado
713171358,46,F,solteiro
773140683,51,M,casado
716358033,53,F,solteiro
826410708,40,M,casado
789717708,49,F,casado
711679533,54,M,divorciado
711342483,50,M,casado
720242733,45,M,solteiro
721213833,46,F,na
756624183,51,F,casado
717622308,63,F,solteiro
714629358,54,F,divorciado
744307008,51,M,casado
708871158,60,M,solteiro
710979033,30,M,solteiro
818903583,44,M,divorciado
712980333,33,M,divorciado
717655458,40,F,na
822112383,52,M,casado
711538758,39,M,solteiro
719987733,51,F,solteiro
719184783,51,F,solteiro
715857183,46,M,solteiro
719657583,44,M,casado
789713208,62,F,solteiro
802031583,53,M,solteiro
711529383,47,F,casado
715371108,45,M,casado
712988958,42,M,solteiro
713005908,47,F,casado
712236483,41,F,solteiro
711852783,46,M,casado
780056733,36,M,solteiro
796903083,47,F,casado
716014983,56,F,solteiro
712521783,54,M,na
780045708,42,F,solteiro
719488008,39,F,casado
771575058,45,M,casado
772137183,52,M,solteiro
779709033,46,M,casado
709716258,48,M,na
737986083,46,M,solteiro
713343333,42,M,casado
779331558,45,F,solteiro
714973758,50,F,solteiro
718009158,50,F,solteiro
789597408,39,F,solteiro
712165308,45,F,solteiro
821768658,52,M,solteiro
719341683,42,M,casado
708637758,49,F,solteiro
779974758,51,M,solteiro
821815458,48,M,solteiro
711708408,52,F,casado
812449758,43,M,solteiro
715682208,49,M,casado
719914908,37,M,divorciado
714744783,48,F,casado
710809833,40,M,casado
720942333,49,M,casado
709423158,46,M,solteiro
718307433,50,F,solteiro
772607433,50,M,casado
801709308,44,F,casado
778502958,47,M,divorciado
806656083,48,F,casado
823635033,49,F,casado
718739508,51,F,casado
709272333,59,F,na
721538883,45,M,solteiro
718835583,50,F,casado
827970933,46,F,casado
719888358,47,M,divorciado
717030633,46,M,solteiro
815085708,60,F,solteiro
716332533,38,F,na
822964683,51,F,solteiro
719335233,47,F,casado
779683683,47,M,solteiro
712653183,49,F,solteiro
715485483,39,F,casado
788912658,44,F,casado
711396483,40,M,solteiro
789220008,56,M,casado
716436483,45,F,na
717661908,37,M,solteiro
778459833,42,M,casado
769448658,43,F,casado
820346133,59,F,solteiro
720119808,42,M,casado
721523658,46,M,na
711176133,28,M,solteiro
794560833,47,F,casado
718197108,54,M,solteiro
713750583,55,F,na
769576608,62,M,solteiro
708626058,49,F,casado
710333883,48,M,casado
715401633,43,F,solteiro
755220783,51,M,casado
789603183,48,M,na
767564358,47,F,casado
789744033,50,M,solteiro
709887483,56,M,divorciado
779765058,43,M,solteiro
789177333,47,F,casado
717262833,49,F,casado
714878508,48,F,solteiro
711079308,40,M,casado
794510358,41,M,casado
715033533,43,F,casado
779400183,42,M,solteiro
716636808,39,M,solteiro
708733983,50,F,solteiro
710521383,50,M,solteiro
720075558,50,M,casado
716468658,51,F,solteiro
717569283,47,M,solteiro
787491483,41,M,divorciado
779995833,49,M,casado
714215058,42,F,casado
789407958,42,M,casado
715118058,45,M,casado
713672208,50,M,divorciado
720865383,53,M,solteiro
713701533,51,M,casado
778895883,50,F,casado
719655258,64,M,solteiro
711205758,45,M,solteiro
806264958,52,F,solteiro
714659133,47,M,casado
716425833,38,M,solteiro
712166583,45,F,casado
713124558,43,F,casado
714048783,57,M,solteiro
708784908,47,F,na
714332658,42,F,solteiro
719169783,52,F,casado
718270833,48,F,casado
721268133,44,M,casado
795343683,40,F,solteiro
715611933,50,F,casado
711184983,41,M,na
779601783,42,F,casado
784263558,43,M,solteiro
720795858,44,M,solteiro
756629133,61,F,solteiro
714387108,51,M,solteiro
712164333,40,M,casado
714429258,46,M,solteiro
796791258,50,M,casado
711220683,48,M,casado
717582558,50,M,solteiro
714779733,44,M,solteiro
817965858,42,F,casado
717358158,46,M,solteiro
720301458,52,M,solteiro
826471458,42,M,casado
794579658,47,M,casado
717052158,39,M,solteiro
818311533,53,F,solteiro
716156508,52,M,solteiro
711191808,39,M,solteiro
712084383,63,M,solteiro
788641758,53,M,solteiro
788768883,54,F,solteiro
713277783,45,F,casado
717451833,45,F,divorciado
712291308,52,F,solteiro
712852233,64,F,solteiro
712312908,47,F,na
773457558,45,F,solteiro
716194683,41,M,divorciado
720563058,56,F,solteiro
719502183,52,F,casado
712287333,39,M,solteiro
716944983,61,M,casado
718115733,57,M,casado
827691858,46,F,solteiro
716431833,38,M,divorciado
717265983,44,F,divorciado
769578858,40,M,casado
712815858,57,F,solteiro
815851233,52,M,solteiro
779425608,50,F,solteiro
811532208,51,M,casado
713896533,42,M,solteiro
712546233,51,F,solteiro
772148058,45,M,na
771776808,44,M,casado
715905633,45,M,solteiro
778282758,55,M,divorciado
717886008,63,M,solteiro
709985133,33,F,divorciado
709289358,46,M,solteiro
720457608,41,F,casado
780612558,58,F,solteiro
714216033,51,M,casado
710577708,35,M,solteiro
719462433,42,F,solteiro
769063308,45,M,casado
715136583,51,M,solteiro
710915358,63,F,solteiro
709841433,45,F,divorciado
710509758,36,M,solteiro
720527058,39,F,solteiro
711787383,52,F,solteiro
715824108,52,F,casado
719474583,50,M,casado
719282433,60,F,solteiro
772669833,43,M,solteiro
789365508,49,M,divorciado
806641683,44,M,casado
805534608,54,F,solteiro
781117533,50,M,casado
710294808,44,M,casado
718788258,52,M,casado
716404383,47,F,casado
824795358,49,F,casado
715196508,45,M,casado
779051808,35,F,solteiro
720695583,65,M,solteiro
826414083,47,F,casado
708426483,56,F,solteiro
787472283,49,M,casado
716948283,58,M,solteiro
778375458,52,M,casado
718504983,45,F,casado
709625733,50,M,solteiro
719357058,62,F,solteiro
709626858,44,F,casado
711843708,61,F,divorciado
711349083,47,F,casado
721462458,52,F,casado
780833058,46,M,casado
769962933,40,F,solteiro
719095533,47,F,casado
709718058,52,F,solteiro
819151083,46,M,solteiro
770778108,49,M,casado
718877883,44,F,solteiro
710376708,50,F,solteiro
718366983,40,M,casado
719604858,45,F,casado
714549558,41,F,casado
822955008,63,M,solteiro
712986483,32,M,na
779597133,55,M,solteiro
758426583,51,F,casado
716805408,52,M,casado
711275433,47,M,na
778968408,39,M,solteiro
827117808,45,M,solteiro
804462633,43,F,divorciado
709321908,47,M,solteiro
714907908,51,F,casado
818336508,50,M,solteiro
712597233,37,M,na
711964533,44,M,casado
716705433,62,F,na
717983058,41,F,casado
709587783,39,M,solteiro
709804533,40,M,solteiro
712076358,46,M,solteiro
711670308,51,F,casado
720717108,64,M,solteiro
784789758,40,M,casado
779689233,50,M,solteiro
788792583,44,F,solteiro
710657508,32,M,na
716393958,43,M,solteiro
770708133,47,F,solteiro
766131033,43,F,casado
719816583,46,M,casado
715376508,47,F,casado
709300458,48,M,na
778340733,44,F,casado
708195633,40,M,na
714729933,46,M,casado
794514108,50,F,casado
812501358,46,F,divorciado
718961208,43,F,solteiro
814459833,42,F,solteiro
720363258,43,F,casado
714496083,51,M,solteiro
713004933,40,M,casado
712011633,40,F,solteiro
772466508,45,M,solteiro
708225483,47,M,casado
788923758,26,F,na
789150633,50,F,casado
710809083,37,F,casado
787669233,51,M,solteiro
708119658,49,F,casado
737921733,62,F,solteiro
765940683,37,M,solteiro
719732433,54,M,solteiro
715491483,44,M,divorciado
783381933,43,M,casado
811554708,44,F,casado
719536608,49,F,solteiro
720753183,48,M,casado
714505683,51,M,divorciado
711942783,41,F,casado
714031983,41,F,solteiro
711372258,59,M,solteiro
710825658,37,F,solteiro
716575758,50,F,na
714732183,47,M,na
714097683,55,F,casado
720568083,40,M,divorciado
708121908,48,M,casado
778710783,45,M,divorciado
713745783,29,F,solteiro
711043983,44,M,solteiro
716438433,41,M,casado
709435533,53,F,solteiro
711080358,55,M,na
718677858,39,M,casado
720259308,39,M,solteiro
719346708,41,F,divorciado
719874633,44,M,na
720286908,50,M,casado
719168883,45,F,solteiro
789893808,52,M,divorciado
772472208,50,M,casado
710402508,52,M,casado
710218233,43,F,solteiro
714212358,38,F,solteiro
812956983,51,M,casado
780241758,59,M,solteiro
711580908,52,F,solteiro
712835433,49,F,casado
716461683,47,F,casado
713617608,43,M,casado
714622833,47,M,solteiro
712115958,47,F,solteiro
712033833,42,F,na
714548733,35,M,solteiro
719523108,61,M,solteiro
710881008,42,M,solteiro
715098333,52,M,solteiro
708211383,35,F,solteiro
715054683,50,M,solteiro
710670633,40,M,casado
784560258,45,M,divorciado
710871108,45,M,divorciado
787770858,43,M,solteiro
721104708,41,F,solteiro
717461283,38,F,solteiro
803028858,38,F,solteiro
716628633,41,M,solteiro
813380058,64,F,solteiro
770135358,46,F,casado
719301258,61,M,solteiro
711340233,46,F,solteiro
710002833,32,F,casado
808705758,43,M,na
710839308,34,F,solteiro
768687183,54,F,solteiro
720541758,45,F,divorciado
712263258,49,F,casado
712751133,42,M,solteiro
779662308,49,F,casado
719260608,38,M,solteiro
803319633,51,F,casado
708170508,38,M,casado
711891933,47,M,casado
802875333,51,M,solteiro
719991783,40,M,casado
745435533,44,M,casado
718063083,40,M,casado
710713608,60,M,solteiro
720487308,49,M,na
719770158,54,F,solteiro
712283808,50,F,casado
779737233,51,M,casado
751076058,44,F,casado
736552308,48,F,casado
720578058,53,M,solteiro
714932658,42,F,solteiro
804708633,44,F,solteiro
716271183,45,F,solteiro
712442508,52,F,casado
719165508,48,F,casado
826467333,57,M,solteiro
721027083,47,F,solteiro
713764458,53,M,solteiro
816261858,61,M,solteiro
710850633,65,M,solteiro
805282908,43,M,na
771246708,40,M,na
785119833,40,M,divorciado
716780283,39,M,solteiro
716546283,39,M,casado
721308033,45,F,solteiro
779270883,48,M,casado
822061683,38,M,solteiro
710058033,51,M,divorciado
710678658,47,F,na
712943508,48,F,casado
816263808,47,M,solteiro
714162033,45,F,divorciado
711238908,65,F,solteiro
713971608,49,M,casado
715193433,61,F,solteiro
713111883,51,M,casado
716911608,48,M,solteiro
822898758,44,F,casado
712085733,45,M,casado
718583133,49,F,na
772095858,38,F,solteiro
780074733,42,F,casado
710182383,44,M,divorciado
713418558,46,F,divorciado
715445883,40,F,casado
718599108,50,F,casado
711546333,46,M,casado
721513833,35,M,divorciado
771669183,49,M,casado
774760458,62,F,na
713453733,45,F,solteiro
804415083,45,M,casado
711419133,56,M,solteiro
710691633,58,F,casado
715008858,51,F,solteiro
771424908,38,M,na
771215583,39,M,solteiro
711012783,43,M,solteiro
827408058,44,F,casado
713904708,40,F,casado
807596358,49,M,casado
708788583,64,F,na
713446083,49,F,na
717888108,47,F,solteiro
819714408,44,F,casado
716853258,64,M,solteiro
719455083,48,F,solteiro
779299233,52,F,solteiro
771922008,57,F,solteiro
708887433,65,M,solteiro
713214558,52,M,casado
718038483,42,M,solteiro
714053358,37,M,solteiro
713730933,53,F,casado
762775908,46,F,casado
713181558,55,F,casado
713079108,51,F,casado
804426858,35,F,casado
788379933,41,M,solteiro
713740533,41,M,solteiro
712235433,43,F,solteiro
811705233,45,M,solteiro
714594933,44,F,divorciado
714377058,63,F,solteiro
827114058,46,M,casado
708654933,51,F,casado
720283758,44,F,casado
801994458,58,M,solteiro
718834233,38,F,solteiro
719196858,50,M,casado
708451233,46,F,na
718735908,47,M,solteiro
789339633,51,M,divorciado
804833058,49,M,solteiro
712542258,47,F,casado
713639058,49,M,casado
709560258,49,F,solteiro
718317258,54,F,solteiro
720362058,57,M,solteiro
712606158,47,M,casado
713162358,49,F,solteiro
710673558,37,M,solteiro
710096658,45,F,casado
721313808,50,M,solteiro
778924158,45,F,solteiro
719602908,42,F,solteiro
820383558,45,M,casado
717953283,41,M,casado
710327508,44,F,solteiro
785134758,41,M,na
811970808,53,F,solteiro
718676283,43,F,casado
720439533,64,F,solteiro
793720908,46,M,solteiro
708937608,37,F,solteiro
